locus_tag,ob,origin?,gene_name,function,logFC,cutoff,logCPM,PValue,q.value,sig
BW25113_1787,1566,no,yeaK,aminoacyl-tRNA editing domain protein,0.316282848,no,6.592746333,0.289706952,0.582628197,no
BW25113_1789,1567,no,yeaL,UPF0756 family putative inner membrane protein,-0.63254763,no,4.944183774,0.303879493,0.59950056,no
BW25113_1790,1568,no,yeaM,putative DNA-binding transcriptional regulator,0.098439586,no,6.960496504,0.670879483,0.865366099,no
BW25113_1791,1569,no,yeaN,putative transporter,-0.452154555,no,6.31913219,0.101896063,0.310342789,no
BW25113_1792,1570,no,yeaO,DUF488 family protein,0.183686706,no,5.365805485,0.67691515,0.867412042,no
BW25113_1793,1571,no,yoaF,DUF333 family outer membrane lipoprotein,-1.713141019,yes,4.304974476,0.001951633,0.012201597,yes
BW25113_1794,1572,no,yeaP,diguanylate cyclase,0.147011158,no,8.38638984,0.362098906,0.655927778,no
BW25113_4676,1573,no,yoaK,inner membrane-associated protein,0.13933657,no,3.980959842,0.84218849,0.945412051,no
BW25113_4675,1574,no,yoaJ,inner membrane-associated protein,-0.461347239,no,5.719774001,0.284177907,0.57631944,no
BW25113_1795,1575,no,yeaQ,UPF0410 family protein,-0.260628445,no,7.111279424,0.25160441,0.541022869,no
BW25113_1796,1576,no,yoaG,uncharacterized protein,0.233142221,no,4.243122691,0.639421029,0.84800593,no
BW25113_1797,1577,no,yeaR,"DUF1971 family protein, nitrate-inducible",0.115409543,no,7.391704312,0.573364873,0.802362576,no
BW25113_1798,1578,no,leuE,leucine efflux protein,-0.032418055,no,7.243918112,0.88548002,0.963631847,no
BW25113_1799,1579,no,dmlR,transcriptional activator of dmlA,0.228137492,no,7.757996392,0.188849164,0.460092431,no
BW25113_1800,1580,no,dmlA,"D-malate oxidase, NAD-dependent; putative tartrate dehydrogenase",-0.197283308,no,6.405040946,0.578925222,0.805068971,no
BW25113_1801,1581,no,yeaV,putative transporter,0.429800463,no,7.707243247,0.016791549,0.078267389,no
BW25113_1802,1582,no,yeaW,putative YeaWX dioxygenase alpha subunit; 2Fe-2S cluster,0.102865781,no,6.612725591,0.679109373,0.868834445,no
BW25113_1803,1583,no,yeaX,"putative YeaWX dioxygenase beta subunit, reductase component",0.458601313,no,6.687098066,0.098084408,0.303591698,no
BW25113_1804,1584,no,rnd,ribonuclease D,-0.120956094,no,5.908944791,0.713721269,0.88988148,no
BW25113_1805,1585,no,fadD,acyl-CoA synthetase (long-chain-fatty-acid--CoA ligase),-0.084747306,no,8.142993525,0.609840907,0.828335535,no
BW25113_1806,1586,no,yeaY,"Slp family lipoprotein, RpoE-regulated",0.313106327,no,5.88458727,0.346400759,0.641725414,no
BW25113_1807,1587,no,tsaB,tRNA(ANN) t(6)A37 threonylcarbamoyladenosine modification protein; binding partner and protease for TsaD,0.000425398,no,3.607369205,1,1,no
BW25113_1808,1588,no,yoaA,"putative ATP-dependent helicase, DinG family",0.058263876,no,7.5697071,0.769422883,0.91067998,no
BW25113_1809,1589,no,yoaB,putative reactive intermediate deaminase,0.057957585,no,8.356999289,0.726390585,0.893738573,no
BW25113_1810,1590,no,yoaC,DUF1889 family protein,-0.036492213,no,7.056843151,0.892234113,0.964705994,no
BW25113_1811,1591,no,yoaH,UPF0181 family protein,0.475157165,no,5.623408177,0.188696026,0.460005237,no
BW25113_1812,1592,no,pabB,"aminodeoxychorismate synthase, subunit I",0.273086804,no,7.408935458,0.277830328,0.569312539,no
BW25113_1813,1593,no,nudL,"putative CoA pyrophosphohydrolase, weak 3-phosphohydroxypyruvate phosphatase",-0.25536189,no,6.023366318,0.451320834,0.725072815,no
BW25113_1814,1594,no,sdaA,L-serine dehydratase 1,0.291082759,no,6.821054206,0.248060341,0.53664268,no
BW25113_1815,1595,no,yoaD,"putative membrane-anchored cyclic-di-GMP phosphodiesterase, regulator of cellulose production",-0.043945859,no,7.05832835,0.896207856,0.965943028,no
BW25113_1816,1596,no,yoaE,putative membrane protein/conserved protein,-0.359156138,no,6.743625592,0.176536761,0.442753744,no
BW25113_1817,1597,no,manX,fused mannose-specific PTS enzymes: IIA component/IIB component,0.223123415,no,6.637921184,0.432745217,0.709917297,no
BW25113_1818,1598,no,manY,mannose-specific enzyme IIC component of PTS,0.512456713,no,6.055473992,0.104938377,0.315943501,no
BW25113_1819,1599,no,manZ,mannose-specific enzyme IID component of PTS,-0.432139847,no,6.785027724,0.08228666,0.269721717,no
BW25113_1820,1600,no,yobD,UPF0266 family inner membrane protein,0.349880324,no,7.248745628,0.084745693,0.275916211,no
BW25113_1821,1601,no,mntP,"putative Mn(2+) efflux pump, mntR-regulated",-0.018429812,no,4.728154121,0.978602224,0.999532889,no
BW25113_1822,1602,no,rlmA,"23S rRNA m(1)G745 methyltransferase, SAM-dependent",0.066191745,no,5.389732853,0.905040164,0.96852186,no
BW25113_1823,1603,no,cspC,"stress protein, member of the CspA-family",-0.157785398,no,7.276728587,0.449620318,0.724121465,no
BW25113_1824,1604,no,yobF,DUF2527 family heat-induced protein,-0.068993945,no,7.111998949,0.800349042,0.925323738,no
BW25113_1825,1605,no,yebO,putative inner membrane protein,-0.359424695,no,5.475390528,0.41388,0.695342327,no
BW25113_4536,1606,no,yobH,uncharacterized protein,0.227408363,no,6.781858949,0.40610073,0.689900352,no
BW25113_1827,1607,no,kdgR,KDG regulon transcriptional repressor,-0.72451159,no,4.760997336,0.112412881,0.332200716,no
BW25113_1828,1608,no,yebQ,putative transporter,-0.191210224,no,7.158468829,0.362044039,0.655927778,no
BW25113_1829,1609,no,htpX,putative endopeptidase,0.015337813,no,5.850533584,0.975660161,0.998827172,no
BW25113_1830,1610,no,prc,carboxy-terminal protease for penicillin-binding protein 3,0.238115559,no,6.433535982,0.378653002,0.670425821,no
BW25113_1831,1611,no,proQ,"RNA chaperone, putative ProP translation regulator",-1.177048372,yes,6.127427375,0.000344608,0.002433988,yes
BW25113_1832,1612,no,msrC,free methionine-(R)-sulfoxide reductase,-0.280130853,no,5.31994315,0.512395986,0.764258768,no
BW25113_1833,1613,no,yebS,inner membrane protein,0.135752518,no,6.733335752,0.578714006,0.805068971,no
BW25113_1834,1614,no,yebT,MCE domain protein,0.228643564,no,8.04705,0.188422675,0.460005237,no
BW25113_1835,1615,no,rsmF,"16S rRNA m(5)C1407 methyltransferase, SAM-dependent",0.158094236,no,6.747278866,0.513784951,0.765793539,no
BW25113_1836,1616,no,yebV,uncharacterized protein,-0.281795414,no,4.532648725,0.576536137,0.803992051,no
BW25113_1837,1617,no,yebW,uncharacterized protein,-0.718413246,no,4.142184467,0.16112011,0.421368528,no
BW25113_1838,1618,no,pphA,serine/threonine-specific protein phosphatase 1,0.173873426,no,6.377439043,0.589080365,0.812749035,no
BW25113_4432,1619,no,ryeA,,0.165957435,no,2.972991595,0.834157908,0.941597677,no
BW25113_1839,1620,no,yebY,DUF2511 family protein,0.19105188,no,5.507580733,0.631067074,0.843587729,no
BW25113_1840,1621,no,yebZ,inner membrane protein,-0.021370236,no,6.106543631,0.947716703,0.988342393,no
BW25113_1841,1622,no,yobA,CopC family protein,-0.348806553,no,5.374871882,0.442544054,0.718629947,no
BW25113_1842,1623,no,holE,"DNA polymerase III, theta subunit",0.302435913,no,5.062738499,0.53595169,0.780434854,no
BW25113_1843,1624,no,yobB,C-N hydrolase family protein,0.176310454,no,6.054952325,0.578655672,0.805068971,no
BW25113_1844,1625,no,exoX,exodeoxyribonuclease 10; DNA exonuclease X,0.562751367,no,6.183520427,0.100638487,0.308446342,no
BW25113_1845,1626,no,ptrB,protease II,-0.070040182,no,7.851121488,0.736254155,0.897145256,no
BW25113_1846,1627,no,yebE,DUF533 family inner membrane protein,0.053480885,no,6.062535148,0.874953724,0.962718101,no
BW25113_1847,1628,no,yebF,extracellular Colicin M immunity family protein,0.048190747,no,5.680182086,0.927210082,0.979957811,no
BW25113_1848,1629,no,yebG,DNA damage-inducible protein regulated by LexA,0.815124981,no,3.303384841,0.152267945,0.405220871,no
BW25113_1849,1630,no,purT,phosphoribosylglycinamide formyltransferase 2,-0.47375307,no,7.070606047,0.039778819,0.154849028,no
BW25113_1850,1631,no,eda,multifunctional 2-keto-3-deoxygluconate 6-phosphate aldolase and 2-keto-4-hydroxyglutarate aldolase and oxaloacetate decarboxylase,0.530306025,no,6.071927287,0.108870048,0.324540373,no
BW25113_1851,1632,no,edd,6-phosphogluconate dehydratase,0.11294409,no,7.87601491,0.490734834,0.749496311,no
BW25113_1852,1633,no,zwf,glucose-6-phosphate 1-dehydrogenase,0.737056035,no,6.520601691,0.006607344,0.036224877,yes
BW25113_1853,1634,no,yebK,putative DNA-binding transcriptional regulator,-0.297789878,no,6.151867492,0.323695948,0.619164254,no
BW25113_1854,1635,no,pykA,pyruvate kinase II,-0.298811427,no,6.667647578,0.228582958,0.511181252,no
BW25113_1855,1636,no,lpxM,myristoyl-acyl carrier protein (ACP)-dependent acyltransferase,1.419779251,yes,3.555731817,0.035534249,0.142427666,no
BW25113_1856,1637,no,mepM,"murein DD-endopeptidase, space-maker hydrolase, septation protein",-0.076621814,no,7.176841568,0.712380668,0.889341471,no
BW25113_1857,1638,no,znuA,zinc transporter subunit: periplasmic-binding component of ABC superfamily,0.005204373,no,6.908975478,1,1,no
BW25113_1858,1639,no,znuC,zinc transporter subunit: ATP-binding component of ABC superfamily,0.12338568,no,7.013995401,0.621434715,0.836069592,no
BW25113_1859,1640,no,znuB,zinc transporter subunit: membrane component of ABC superfamily,-0.33959973,no,5.250798928,0.464454164,0.732462968,no
BW25113_1860,1641,no,ruvB,"ATP-dependent DNA helicase, component of RuvABC resolvasome",-0.12065634,no,4.766877163,0.836329933,0.941597677,no
BW25113_1861,1642,no,ruvA,"component of RuvABC resolvasome, regulatory subunit",0.543131407,no,5.156513763,0.213357511,0.494484062,no
BW25113_1862,1643,no,yebB,DUF830 family protein,0.429033102,no,4.878893713,0.33536199,0.629305409,no
BW25113_1863,1644,no,ruvC,"component of RuvABC resolvasome, endonuclease",0.696908485,no,5.887596771,0.037169197,0.147323816,no
BW25113_1864,1645,no,yebC,UPF0082 family protein,-0.16523349,no,6.240043682,0.613348038,0.830796237,no
BW25113_1865,1646,no,nudB,dihydroneopterin triphosphate pyrophosphatase,0.008226822,no,5.223482588,1,1,no
BW25113_1867,1647,no,yecD,isochorismatase family protein,0.118684259,no,6.035964472,0.701962329,0.88255292,no
BW25113_1868,1648,no,yecE,UPF0759 family protein,0.079344301,no,7.437304703,0.680846389,0.869921071,no
BW25113_1869,1649,no,yecN,MAPEG family inner membrane protein,0.625496115,no,6.078110713,0.04041705,0.157177415,no
BW25113_1870,1650,no,cmoA,carboxy-SAM synthase,-0.223261422,no,5.596664382,0.569656798,0.801239559,no
BW25113_1871,1651,no,cmoB,"tRNA (cmo5U34)-carboxymethyltransferase, carboxy-SAM-dependent",0.101705206,no,6.429330464,0.769085659,0.91067998,no
BW25113_1872,1652,no,torZ,"trimethylamine N-oxide reductase system III, catalytic subunit",0.23479531,no,8.361703936,0.097100431,0.301372676,no
BW25113_1873,1653,no,torY,"TMAO reductase III (TorYZ), cytochrome c-type subunit",-0.666923866,no,6.619540501,0.010584554,0.054025328,no
BW25113_1874,1654,no,cutC,copper homeostasis protein,-0.1093241,no,6.23300639,0.709115933,0.887526967,no
BW25113_1875,1655,no,yecM,putative metal-binding enzyme,0.080877882,no,6.13465051,0.786691367,0.919535013,no
BW25113_1877,1656,no,yecT,uncharacterized protein,0.074685152,no,5.014248176,0.877347812,0.963631847,no
BW25113_1878,1657,no,flhE,proton seal during flagellar secretion,0.127658184,no,6.729587321,0.606929067,0.826657393,no
BW25113_1879,1658,no,flhA,putative flagellar export pore protein,0.083532824,no,7.963946298,0.638925984,0.847863865,no
BW25113_1880,1659,no,flhB,"flagellin export apparatus, substrate specificity protein",0.360873809,no,6.914795267,0.284015286,0.57631944,no
BW25113_1881,1660,no,cheZ,"chemotaxis regulator, protein phosphatase for CheY",0.219533883,no,5.693276661,0.584576292,0.809213966,no
BW25113_1882,1661,no,cheY,chemotaxis regulator transmitting signal to flagellar motor component,-0.24586714,no,4.439668199,0.655714554,0.856838658,no
BW25113_1883,1662,no,cheB,fused chemotaxis regulator: protein-glutamate methylesterase in two-component regulatory system with CheA,0.355137817,no,6.609430557,0.174608407,0.439041024,no
BW25113_1884,1663,no,cheR,"chemotaxis regulator, protein-glutamate methyltransferase",0.055092606,no,6.524222616,0.858482723,0.95238917,no
BW25113_1885,1664,no,tap,methyl-accepting protein IV,0.227413183,no,7.395114819,0.268778961,0.558058012,no
BW25113_1886,1665,no,tar,methyl-accepting chemotaxis protein II,-0.20215986,no,8.464617124,0.148252292,0.397231022,no
BW25113_1887,1666,no,cheW,purine-binding chemotaxis protein,0.470013944,no,6.010907957,0.161207438,0.421368528,no
BW25113_1888,1667,no,cheA,fused chemotactic sensory histidine kinase in two-component regulatory system with CheB and CheY: sensory histidine kinase/signal sensing protein,-0.055548162,no,7.648362735,0.777617787,0.91463527,no
BW25113_1889,1668,no,motB,protein that enables flagellar motor rotation,-0.124263533,no,6.675783521,0.626755482,0.839959484,no
BW25113_1890,1669,no,motA,proton conductor component of flagella motor,0.219904561,no,6.548869539,0.397892605,0.68176336,no
BW25113_1891,1670,no,flhC,"flagellar class II regulon transcriptional activator, with FlhD",0.132712761,no,5.588859227,0.748860971,0.903262487,no
BW25113_1892,1671,no,flhD,"flagellar class II regulon transcriptional activator, with FlhC",-0.113804709,no,6.07372911,0.707047256,0.886636354,no
BW25113_1895,1672,no,uspC,universal stress protein,0.409994616,no,6.559801863,0.195230659,0.468649224,no
BW25113_1896,1673,no,otsA,trehalose-6-phosphate synthase,-0.409071601,no,7.87433333,0.024118926,0.105032794,no
BW25113_1897,1674,no,otsB,"trehalose-6-phosphate phosphatase, biosynthetic",0.202710648,no,7.126504305,0.32664659,0.621278327,no
BW25113_4460,1675,no,araH,fused L-arabinose transporter subunits of ABC superfamily: membrane components,0.015031773,no,5.833603994,0.962011532,0.992737999,no
BW25113_1900,1676,no,araG,fused L-arabinose transporter subunits of ABC superfamily: ATP-binding components,0.31617118,no,7.697653412,0.069985332,0.23980988,no
BW25113_1901,1677,no,araF,L-arabinose transporter subunit,-0.194201412,no,6.535051297,0.467119968,0.734383659,no
BW25113_1902,1678,no,ftnB,"ferritin B, putative ferrous iron reservoir",-0.160425799,no,6.784291283,0.518744561,0.768220129,no
BW25113_4537,1679,no,yecJ,uncharacterized protein,0.176949042,no,4.646747812,0.718393482,0.891836003,no
BW25113_1904,1680,no,yecR,"lipoprotein, function unknown",0.078004409,no,6.758784566,0.767574568,0.910406144,no
BW25113_1905,1681,no,ftnA,ferritin iron storage protein (cytoplasmic),0.275524648,no,8.20452309,0.134140494,0.374238687,no
BW25113_1906,1682,no,yecH,DUF2492 family protein,0.08846118,no,3.609881718,0.941974771,0.98651913,no
BW25113_1907,1683,no,tyrP,tyrosine transporter,0.269790988,no,7.27765575,0.257940446,0.548173551,no
BW25113_1908,1684,no,yecA,UPF0149 family protein,0.017598742,no,5.793607866,0.962094811,0.992737999,no
BW25113_1913,1685,no,uvrC,"excinuclease UvrABC, endonuclease subunit",0.275378343,no,7.957051632,0.106342327,0.319679387,no
BW25113_1914,1686,no,uvrY,response regulator in two-component regulatory system with BarA,-0.57860486,no,7.55012604,0.004919441,0.028070176,yes
BW25113_1915,1687,no,yecF,DUF2594 family protein,0.162035715,no,7.129457965,0.448521739,0.723206569,no
BW25113_1916,1688,no,sdiA,quorum-sensing transcriptional activator,0.101777048,no,8.966122572,0.42998816,0.709670241,no
BW25113_1917,1689,no,yecC,putative ABC superfamily transporter ATP-binding subunit,-0.070751184,no,6.940147857,0.807415463,0.928444886,no
BW25113_1918,1690,no,yecS,ABC family putative inner membrane permease,-0.153034552,no,6.523254097,0.573730178,0.802362576,no
BW25113_1919,1691,no,dcyD,"D-cysteine desulfhydrase, PLP-dependent",0.252560684,no,7.519026591,0.179560988,0.447165668,no
BW25113_1920,1692,no,fliY,cystine transporter subunit,-0.012426919,no,6.400430297,0.96857086,0.996534848,no
BW25113_1921,1693,no,fliZ,RpoS antagonist; putative regulator of FliA activity,0.081309945,no,6.612065607,0.806637895,0.928095259,no
BW25113_1922,1694,no,fliA,"RNA polymerase, sigma 28 (sigma F) factor",0.145993367,no,6.863113719,0.551288241,0.790435225,no
BW25113_1923,1695,no,fliC,flagellar filament structural protein (flagellin),-0.10356789,no,8.601803122,0.478402675,0.741550736,no
BW25113_1924,1696,no,fliD,flagellar filament capping protein,0.011659807,no,7.893862779,0.946178125,0.988342393,no
BW25113_1925,1697,no,fliS,flagellar protein potentiates polymerization,-0.135885439,no,6.052638484,0.665494185,0.86210747,no
BW25113_1926,1698,no,fliT,putative flagellar synthesis and assembly chaperone,-0.862998503,no,5.341700606,0.037689878,0.14893581,no
BW25113_1927,1699,no,amyA,cytoplasmic alpha-amylase,0.123536986,no,7.633111618,0.5534443,0.791211399,no
BW25113_1928,1700,no,yedD,lipoprotein,0.394378088,no,5.671988236,0.308338427,0.606161803,no
BW25113_1929,1701,no,yedE,UPF0394 family sulfur transport domain-containing inner membrane protein,-0.328305464,no,7.593274552,0.069364123,0.238724638,no
BW25113_1930,1702,no,yedF,putative TusA family sulfurtransferase,0.506165065,no,6.395307658,0.067042159,0.232571028,no
BW25113_1931,1703,no,yedK,DUF159 family protein,0.224009941,no,6.147141232,0.468264147,0.735238396,no
BW25113_1932,1704,no,yedL,putative acyl transferase,-0.31603606,no,8.236257372,0.04322976,0.165507921,no
BW25113_1936,1705,no,intG,pseudogene,-0.317512998,no,5.487927019,0.474978662,0.739368712,no
BW25113_1937,1706,no,fliE,flagellar basal-body component,-0.183697667,no,5.800420388,0.607761889,0.826657393,no
BW25113_1938,1707,no,fliF,flagellar basal-body MS-ring and collar protein,-0.17826199,no,7.415511519,0.41866414,0.700453875,no
BW25113_1939,1708,no,fliG,flagellar motor switching and energizing component,0.313521326,no,6.428323612,0.32854817,0.621886656,no
BW25113_1940,1709,no,fliH,negative regulator of FliI ATPase activity,-0.106190487,no,6.710832977,0.695127767,0.879851743,no
BW25113_1941,1710,no,fliI,flagellum-specific ATP synthase,-0.133913116,no,7.127449127,0.517854986,0.767755825,no
BW25113_1942,1711,no,fliJ,flagellar protein,-0.178924845,no,4.908247134,0.73997708,0.899166197,no
BW25113_1943,1712,no,fliK,flagellar hook-length control protein,-0.253496494,no,7.035130456,0.286505423,0.578918175,no
BW25113_1944,1713,no,fliL,flagellar biosynthesis protein,-0.421573975,no,5.838634004,0.211746596,0.492317115,no
BW25113_1945,1714,no,fliM,flagellar motor switching and energizing component,0.13411048,no,6.607242148,0.633295461,0.8446346,no
BW25113_1946,1715,no,fliN,flagellar motor switching and energizing component,-0.035741541,no,4.346582441,0.951882053,0.989860028,no
BW25113_1947,1716,no,fliO,flagellar biosynthesis protein,-0.30216897,no,5.735376389,0.401370387,0.684968183,no
BW25113_1948,1717,no,fliP,flagellar biosynthesis protein,-0.060023406,no,6.326835683,0.844609852,0.945739209,no
BW25113_1949,1718,no,fliQ,flagellar biosynthesis protein,-0.428876635,no,4.300541549,0.391840541,0.680167239,no
BW25113_1950,1719,no,fliR,flagellar export pore protein,-0.049488973,no,6.986026568,0.842835374,0.94551407,no
BW25113_1951,1720,no,rcsA,transcriptional regulator of colanic acid capsular biosynthesis,-0.050587833,no,4.9858607,0.924084155,0.978952047,no
BW25113_1952,1721,no,dsrB,uncharacterized protein,-0.296850954,no,6.97754384,0.315243559,0.612669684,no
BW25113_1953,1722,no,yodD,uncharacterized protein,-0.103567156,no,5.023714217,0.835948951,0.941597677,no
BW25113_1954,1723,no,dsrA,,-0.102230604,no,5.646941163,0.79951977,0.925323738,no
BW25113_1955,1724,no,yedP,putative mannosyl-3-phosphoglycerate phosphatase,0.424252098,no,6.869896871,0.119086676,0.345025698,no
BW25113_1956,1725,no,yedQ,putative membrane-anchored diguanylate cyclase,-0.07966403,no,7.409171817,0.679911554,0.869576931,no
BW25113_1957,1726,no,yodC,uncharacterized protein,1.263837403,yes,4.17268706,0.025415043,0.109842304,no
BW25113_1958,1727,no,yedI,DUF808 family inner membrane protein,-0.192574766,no,6.97520007,0.392802372,0.681320928,no
BW25113_1959,1728,no,yedA,"amino acid exporter for phenylalanine, threonine",0.245274053,no,7.028975573,0.26373794,0.553868672,no
BW25113_1960,1729,no,vsr,DNA mismatch endonuclease of very short patch repair,-0.112136218,no,5.717040848,0.790515592,0.921719548,no
BW25113_1961,1730,no,dcm,DNA cytosine methyltransferase,0.193660096,no,7.224298006,0.380512081,0.671285771,no
BW25113_1962,1731,no,yedJ,putative HD superfamily phosphohydrolase,0.186576999,no,6.686124769,0.467244866,0.734383659,no
BW25113_1963,1732,no,yedR,inner membrane protein,-0.29955128,no,6.191270197,0.381734998,0.672237732,no
BW25113_4496,1733,no,yedS,pseudogene,-0.413875384,no,7.996904354,0.014976716,0.071248454,no
BW25113_1967,1734,no,hchA,glyoxalase III and Hsp31 molecular chaperone,-0.286434384,no,7.939644813,0.102824261,0.311733259,no
BW25113_1968,1735,no,yedV,putative sensory kinase in two-component regulatory system with YedW,-0.288102657,no,5.996023854,0.376051328,0.669924595,no
BW25113_1969,1736,no,yedW,response regulator family protein,-0.236274973,no,7.875889932,0.179273481,0.446759087,no
BW25113_1970,1737,no,hiuH,hydroxyisourate hydrolase,-0.414400115,no,5.552967203,0.347999456,0.643908141,no
BW25113_1971,1738,no,yedY,"membrane-anchored, periplasmic TMAO, DMSO reductase",-0.061360574,no,7.418245489,0.79422325,0.922760864,no
BW25113_1972,1739,no,yedZ,inner membrane heme subunit for periplasmic YedYZ reductase,0.119261237,no,6.638183605,0.637668516,0.847108134,no
BW25113_1973,1740,no,zinT,"zinc and cadmium binding protein, periplasmic",-0.161311061,no,5.902122961,0.640945125,0.848532554,no
BW25113_1974,1741,no,yodB,cytochrome b561 homolog,0.1479553,no,8.001675649,0.377000543,0.670097899,no
BW25113_1975,1742,no,serU,,-1.417821038,yes,3.116328746,0.098184895,0.303591698,no
BW25113_1976,1743,no,mtfA,anti-repressor for DgsA(Mlc),0.036762129,no,6.866172448,0.884343177,0.963631847,no
BW25113_1977,1744,no,asnT,,0.484272824,no,2.794902325,0.542977164,0.786332677,no
BW25113_1978,1745,no,yeeJ,putative adhesin,-0.097657897,no,10.06595444,0.37752505,0.670097899,no
BW25113_4497,1746,no,yeeL,pseudogene,-0.601799077,no,3.513281622,0.310569721,0.608641213,no
BW25113_1981,1747,no,shiA,shikimate transporter,-0.200614573,no,7.668624126,0.269152,0.558536707,no
BW25113_1982,1748,no,amn,AMP nucleosidase,-0.162434136,no,8.548197821,0.283499456,0.576314433,no
BW25113_1983,1749,no,yeeN,UPF0082 family protein,-0.428430406,no,6.792733713,0.069806569,0.239406606,no
BW25113_1984,1750,no,asnW,,0.291722233,no,3.570826233,0.617803329,0.834236668,no
BW25113_1985,1751,no,yeeO,"putative multdrug exporter, MATE family",0.083577549,no,8.615584278,0.580233365,0.805708393,no
BW25113_1987,1752,no,cbl,ssuEADCB/tauABCD operon transcriptional activator,-0.332969374,no,7.319689041,0.127832632,0.361880965,no
BW25113_1988,1753,no,nac,nitrogen assimilation regulon transcriptional regulator; autorepressor,-0.452683602,no,6.928724153,0.049409247,0.184461189,no
BW25113_1990,1754,no,ldtA,"L,D-transpeptidase linking Lpp to murein",-0.309717508,no,7.096800421,0.27201828,0.562460234,no
BW25113_1991,1755,no,cobT,nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase,-0.031545486,no,6.819286044,0.897788112,0.966399262,no
BW25113_1992,1756,no,cobS,cobalamin synthase,-0.23305191,no,5.938937545,0.56659903,0.799369007,no
BW25113_1993,1757,no,cobU,bifunctional cobinamide kinase/ cobinamide phosphate guanylyltransferase,-0.084270664,no,6.717712025,0.750597773,0.903912199,no
BW25113_4639,1758,no,yeeH,pseudogene,-0.679467598,no,3.512770028,0.353154463,0.648718601,no
BW25113_1994,1759,no,insH1,IS5 transposase and trans-activator,1.178278598,yes,3.615701089,0.02735989,0.115821566,no
BW25113_4640,1760,no,yoeG,pseudogene,-0.468216884,no,5.513249297,0.33259579,0.626815143,no
BW25113_4641,1761,no,yoeH,pseudogene,-0.232382441,no,4.952369037,0.606273259,0.826657393,no
BW25113_4582,1762,no,yoeA,pseudogene,-0.172984015,no,5.880492564,0.608838755,0.827834866,no
BW25113_1999,1763,no,yeeP,pseudogene,-0.249068407,no,6.317432265,0.387326932,0.676915548,no
BW25113_4435,1764,no,isrC,,0.048354914,no,4.020697664,0.93988703,0.98651913,no
BW25113_2000,1765,no,flu,CP4-44 prophage; antigen 43 (Ag43) phase-variable biofilm formation autotransporter,-0.111931857,no,9.050753719,0.467420211,0.734383659,no
BW25113_2001,1766,no,yeeR,CP4-44 prophage; putative membrane protein,0.424651296,no,7.166904769,0.057258659,0.206679505,no
BW25113_2002,1767,no,yeeS,CP4-44 prophage; putative DNA repair protein,0.264634111,no,6.058117951,0.403121493,0.68725847,no
BW25113_2003,1768,no,yeeT,CP4-44 prophage; uncharacterized protein,0.391918074,no,5.299978322,0.328315624,0.621886656,no
BW25113_2004,1769,no,cbeA,CP4-44 prophage; cytoskeleton bundling-enhancing factor A; CbtA antitoxin,-0.108336311,no,6.358888676,0.70692618,0.886636354,no
BW25113_2005,1770,no,cbtA,CP4-44 prophage; toxin of the YeeV-YeeU toxin-antitoxin system,0.126998029,no,5.026553244,0.797165045,0.924522774,no
BW25113_2006,1771,no,yeeW,pseudogene,0.435620405,no,4.870969066,0.345221252,0.640448323,no
BW25113_4642,1772,no,yoeD,pseudogene,-0.746400513,no,3.94806306,0.193591989,0.466350056,no
BW25113_4538,1773,no,yoeF,pseudogene,-0.582863665,no,4.072759376,0.294353268,0.587827628,no
BW25113_2007,1774,no,yeeX,UPF0265 family protein,-0.669158103,no,4.547475843,0.18365999,0.453652904,no
BW25113_2008,1775,no,yeeA,"putative transporter, FUSC family inner membrane protein",-0.448377878,no,6.981982834,0.209986399,0.490040681,no
BW25113_2009,1776,no,sbmC,DNA gyrase inhibitor,-0.97291721,no,4.892033832,0.038630315,0.151430836,no
BW25113_2010,1777,no,dacD,D-alanyl-D-alanine carboxypeptidase (penicillin-binding protein 6b),-0.018181144,no,7.268102406,0.959042191,0.992168443,no
BW25113_2011,1778,no,sbcB,exodeoxyribonuclease I; exonuclease I,-0.734308143,no,7.608194046,0.000145428,0.001081741,yes
BW25113_2012,1779,no,yeeD,putative TusA family sulfurtransferase,-0.518627747,no,4.426258565,0.333597725,0.62730534,no
BW25113_2013,1780,no,yeeE,UPF0394 family inner membrane protein,-0.19053024,no,8.626966744,0.230414182,0.512307912,no
BW25113_2014,1781,no,plaP,"putrescine importer, low affinity",-0.033460802,no,7.625899896,0.902377069,0.967537777,no
BW25113_4678,1782,no,yoeI,uncharacterized protein,-0.246269286,no,4.940092103,0.623085933,0.837331799,no
BW25113_2015,1783,no,yeeY,LysR family putative transcriptional regulator,0.016717553,no,6.577990549,0.952065019,0.989860028,no
BW25113_2016,1784,no,yeeZ,putative epimerase,0.098147984,no,7.126376933,0.655478652,0.856838658,no
BW25113_4539,1785,no,yoeB,toxin of the YoeB-YefM toxin-antitoxin system,0.553168562,no,5.087712835,0.191124776,0.462530931,no
BW25113_2017,1786,no,yefM,antitoxin of the YoeB-YefM toxin-antitoxin system,-0.176362859,no,4.533906737,0.760969249,0.909270323,no
BW25113_2019,1787,no,hisG,ATP phosphoribosyltransferase,0.246957133,no,6.559125566,0.333656029,0.62730534,no
BW25113_2020,1788,no,hisD,bifunctional histidinal dehydrogenase/ histidinol dehydrogenase,-0.300020489,no,7.641544326,0.187170054,0.458853417,no
