locus_tag	gene_name	ncrna	start	end	strand	read_count	ins_index	gene_length	ins_count	fcn
BW25113_2212	alkB	0	2302170	2302820	-1	215	0.0648464163822526	651	38	"oxidative demethylase of N1-methyladenine or N3-methylcytosine DNA lesions"
BW25113_2213	ada	0	2302820	2303884	-1	327	0.0479666319082377	1065	46	"fused DNA-binding transcriptional dual regulator/O6-methylguanine-DNA methyltransferase"
BW25113_2214	apbE	0	2303958	2305013	-1	297	0.056782334384858	1056	54	"putative thiamine-synthetic flavin transferase lipoprotein"
BW25113_2215	ompC	0	2305125	2306228	-1	441	0.0995975855130785	1104	99	"outer membrane porin protein C"
BW25113_4439	micF	0	2306563	2306655	1	20	0.0476190476190476	93	4	
BW25113_2216	rcsD	0	2306967	2309639	1	1060	0.0706566916043225	2673	170	"phosphotransfer intermediate protein in two-component regulatory system with RcsBC"
BW25113_2217	rcsB	0	2309656	2310306	1	277	0.083617747440273	651	49	"response regulator in two-component regulatory system with RcsC and YojN"
BW25113_2218	rcsC	0	2310506	2313355	-1	862	0.061598440545809	2850	158	"hybrid sensory kinase in two-component regulatory system with RcsB and YojN"
BW25113_2219	atoS	0	2313522	2315348	1	1368	0.124012158054711	1827	204	"sensory histidine kinase in two-component regulatory system with AtoC"
BW25113_2220	atoC	0	2315345	2316730	1	591	0.0825320512820513	1386	103	"fused response regulator of ato operon, in two-component system with AtoS: response regulator/sigma54 interaction protein"
BW25113_2221	atoD	0	2316926	2317588	1	193	0.067001675041876	663	40	"acetyl-CoA:acetoacetyl-CoA transferase, alpha subunit"
BW25113_2222	atoA	0	2317588	2318238	1	235	0.0853242320819113	651	50	"acetyl-CoA:acetoacetyl-CoA transferase, beta subunit"
BW25113_2223	atoE	0	2318235	2319557	1	363	0.0604534005037783	1323	72	"short chain fatty acid transporter"
BW25113_2224	atoB	0	2319588	2320772	1	366	0.0871602624179944	1185	93	"acetyl-CoA acetyltransferase"
BW25113_2225	yfaP	0	2320846	2321622	-1	464	0.108571428571429	777	76	"DUF2135 family protein, putative host defense protein"
BW25113_2226	yfaQ	0	2321627	2323276	-1	740	0.0868686868686869	1650	129	"tandem DUF2300 domain protein, putative host defense protein"
BW25113_4500	yfaS	0	2323277	2327881	-1	1915	0.0721351025331725	4605	299	pseudogene
BW25113_2229	yfaT	0	2327815	2328438	-1	221	0.0765124555160142	624	43	"DUF1175 family protein, putative host defense protein"
BW25113_2230	yfaA	0	2328435	2330123	-1	557	0.064431295200526	1689	98	"DUF2138 family protein, putative host defense protein"
BW25113_2231	gyrA	0	2330272	2332899	-1	0	0	2628	0	"DNA gyrase (type II topoisomerase), subunit A"
BW25113_2232	ubiG	0	2333046	2333768	1	0	0	723	0	"bifunctional 3-demethylubiquinone-9 3-methyltransferase/ 2-octaprenyl-6-hydroxy phenol methylase"
BW25113_2233	yfaL	0	2333896	2337648	-1	1844	0.0894020130254588	3753	302	adhesin
BW25113_2234	nrdA	0	2338344	2340629	1	0	0	2286	0	"ribonucleoside-diphosphate reductase 1, alpha subunit"
BW25113_2235	nrdB	0	2340863	2341993	1	0	0	1131	0	"ribonucleoside-diphosphate reductase 1, beta subunit, ferritin-like protein"
BW25113_2236	yfaE	0	2341993	2342247	1	135	0.1	255	23	"ferredoxin involved with ribonucleotide reductase diferric-tyrosyl radical (Y*) cofactor maintenance"
BW25113_2237	inaA	0	2342301	2342951	-1	124	0.0477815699658703	651	28	"acid-inducible Kdo/WaaP family putative kinase"
BW25113_2238	yfaH	0	2343130	2343372	1	35	0.0319634703196347	243	7	pseudogene
BW25113_2239	glpQ	0	2343414	2344490	-1	664	0.0835051546391753	1077	81	"periplasmic glycerophosphodiester phosphodiesterase"
BW25113_2240	glpT	0	2344495	2345853	-1	355	0.0588235294117647	1359	72	"sn-glycerol-3-phosphate transporter"
BW25113_2241	glpA	0	2346126	2347754	1	617	0.0736196319018405	1629	108	"sn-glycerol-3-phosphate dehydrogenase (anaerobic), large subunit, FAD/NAD(P)-binding"
BW25113_2242	glpB	0	2347744	2349003	1	296	0.0511463844797178	1260	58	"sn-glycerol-3-phosphate dehydrogenase (anaerobic), membrane anchor subunit"
BW25113_2243	glpC	0	2349000	2350190	1	399	0.0718283582089552	1191	77	"anaerobic sn-glycerol-3-phosphate dehydrogenase, C subunit, 4Fe-4S iron-sulfur cluster"
BW25113_2244	yfaD	0	2350383	2351282	1	323	0.0679012345679012	900	55	"transposase_31 family protein"
BW25113_4543	ypaA	0	2351295	2351480	1	6	0.0178571428571429	186	3	"uncharacterized protein"
BW25113_2245	rhmA	0	2351521	2352324	-1	241	0.0773480662983425	804	56	"2-keto-3-deoxy-L-rhamnonate aldolase"
BW25113_2246	rhmT	0	2352342	2353631	-1	424	0.0680447889750215	1290	79	"putative L-rhamnonate transporter"
BW25113_2247	rhmD	0	2353688	2354893	-1	481	0.067219152854512	1206	73	"L-rhamnonate dehydratase"
BW25113_2248	rhmR	0	2354908	2355690	-1	208	0.0638297872340425	783	45	"putative DNA-binding transcriptional regulator for the rhm operon"
BW25113_2249	yfaY	0	2355910	2357112	-1	416	0.0784856879039705	1203	85	"inactive PncC family protein"
BW25113_2250	yfaZ	0	2357212	2357754	-1	187	0.102249488752556	543	50	"outer membrane protein, putative porin"
BW25113_2251	nudI	0	2358033	2358458	1	451	0.143229166666667	426	55	"nucleoside triphosphatase"
BW25113_2252	ais	0	2358497	2359099	-1	254	0.0828729281767956	603	45	"putative LPS core heptose(II)-phosphate phosphatase"
BW25113_2253	arnB	0	2359407	2360546	1	638	0.118908382066277	1140	122	"uridine 5'-(beta-1-threo-pentapyranosyl-4-ulose diphosphate) aminotransferase, PLP-dependent"
BW25113_2254	arnC	0	2360550	2361518	1	727	0.117983963344788	969	103	"undecaprenyl phosphate-L-Ara4FN transferase"
BW25113_2255	arnA	0	2361518	2363500	1	914	0.0952380952380952	1983	170	"fused UDP-L-Ara4N formyltransferase/UDP-GlcA C-4'-decarboxylase"
BW25113_2256	arnD	0	2363497	2364387	1	351	0.071072319201995	891	57	"undecaprenyl phosphate-alpha-L-ara4FN deformylase"
BW25113_2257	arnT	0	2364387	2366039	1	641	0.0745967741935484	1653	111	"4-amino-4-deoxy-L-arabinose transferase"
BW25113_4544	arnE	0	2366036	2366371	1	90	0.0792079207920792	336	24	"undecaprenyl phosphate-alpha-L-ara4N exporter; flippase ArnEF subunit"
BW25113_2258	arnF	0	2366371	2366757	1	137	0.0916905444126074	387	32	"undecaprenyl phosphate-alpha-L-ara4N exporter; flippase ArnEF subunit"
BW25113_2259	pmrD	0	2366751	2367017	-1	89	0.0663900414937759	267	16	"inactive two-component system connector protein"
BW25113_2260	menE	0	2367127	2368482	-1	313	0.0573300573300573	1356	70	"O-succinylbenzoate-CoA ligase"
BW25113_2261	menC	0	2368479	2369441	-1	227	0.0576701268742791	963	50	"O-succinylbenzoyl-CoA synthase"
BW25113_2262	menB	0	2369441	2370298	-1	132	0.0569210866752911	858	44	"dihydroxynaphthoic acid synthetase"
BW25113_2263	menH	0	2370313	2371071	-1	119	0.0497076023391813	759	34	"2-succinyl-6-hydroxy-2, 4-cyclohexadiene-1-carboxylate synthase"
BW25113_2264	menD	0	2371068	2372738	-1	552	0.0571808510638298	1671	86	"2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase; SEPHCHC synthase"
BW25113_2265	menF	0	2372827	2374122	-1	370	0.0702656383890317	1296	82	"isochorismate synthase 2"
BW25113_2266	elaB	0	2374201	2374506	-1	168	0.0760869565217391	306	21	"DUF883 family protein, putative membrane-anchored ribosome-binding protein"
BW25113_2267	elaA	0	2374561	2375022	-1	395	0.153846153846154	462	64	"putative acyl-CoA transferase"
BW25113_2268	rbn	0	2375087	2376004	1	979	0.162031438935913	918	134	"RNase BN, tRNA processing enzyme"
BW25113_2269	elaD	0	2376192	2377403	1	13	0.00274977085242896	1212	3	"protease, capable of cleaving an AMC-ubiquitin model substrate"
BW25113_2270	yfbK	0	2377474	2379201	-1	734	0.0931876606683805	1728	145	"Von Willebrand factor domain putative lipoprotein"
BW25113_2271	yfbL	0	2379339	2380310	1	78	0.0308571428571429	972	27	"putative peptidase"
BW25113_2272	yfbM	0	2380413	2380916	1	97	0.0550660792951542	504	25	"DUF1877 family protein"
BW25113_2273	yfbN	0	2381189	2381905	-1	0	0	717	0	"uncharacterized protein"
BW25113_2274	yfbO	0	2382114	2382536	1	153	0.047244094488189	423	18	"uncharacterized protein"
BW25113_2275	yfbP	0	2382595	2383443	1	488	0.0836601307189542	849	64	"TPR-like repeats-containing protein"
BW25113_2276	nuoN	0	2383527	2384984	-1	78	0.0220868240670221	1458	29	"NADH:ubiquinone oxidoreductase, membrane subunit N"
BW25113_2277	nuoM	0	2384991	2386520	-1	46	0.0217864923747277	1530	30	"NADH:ubiquinone oxidoreductase, membrane subunit M"
BW25113_2278	nuoL	0	2386684	2388525	-1	105	0.0313630880579011	1842	52	"NADH:ubiquinone oxidoreductase, membrane subunit L"
BW25113_2279	nuoK	0	2388522	2388824	-1	9	0.0293040293040293	303	8	"NADH:ubiquinone oxidoreductase, membrane subunit K"
BW25113_2280	nuoJ	0	2388821	2389375	-1	46	0.03	555	15	"NADH:ubiquinone oxidoreductase, membrane subunit J"
BW25113_2281	nuoI	0	2389387	2389929	-1	23	0.0204498977505112	543	10	"NADH:ubiquinone oxidoreductase, chain I"
BW25113_2282	nuoH	0	2389944	2390921	-1	55	0.0227014755959137	978	20	"NADH:ubiquinone oxidoreductase, membrane subunit H"
BW25113_2283	nuoG	0	2390918	2393644	-1	134	0.0228105906313646	2727	56	"NADH:ubiquinone oxidoreductase, chain G"
BW25113_2284	nuoF	0	2393697	2395034	-1	63	0.0182572614107884	1338	22	"NADH:ubiquinone oxidoreductase, chain F"
BW25113_2285	nuoE	0	2395031	2395531	-1	11	0.0110864745011086	501	5	"NADH:ubiquinone oxidoreductase, chain E"
BW25113_2286	nuoC	0	2395534	2397324	-1	97	0.0291563275434243	1791	47	"NADH:ubiquinone oxidoreductase, fused CD subunit"
BW25113_2287	nuoB	0	2397430	2398092	-1	42	0.0284757118927973	663	17	"NADH:ubiquinone oxidoreductase, chain B"
BW25113_2288	nuoA	0	2398108	2398551	-1	42	0.05	444	20	"NADH:ubiquinone oxidoreductase, membrane subunit A"
BW25113_2289	lrhA	0	2399182	2400120	-1	718	0.140661938534279	939	119	"transcriptional repressor of flagellar, motility and chemotaxis genes"
BW25113_2290	alaA	0	2401040	2402257	1	575	0.124886052871468	1218	137	"valine-pyruvate aminotransferase 2"
BW25113_2291	yfbR	0	2402341	2402940	1	249	0.0592592592592593	600	32	5'-nucleotidase
BW25113_2292	yfbS	0	2402999	2404831	-1	868	0.0957575757575758	1833	158	"putative transporter"
BW25113_2293	yfbT	0	2404918	2405568	-1	192	0.0802047781569966	651	47	"sugar phosphatas"
BW25113_2294	yfbU	0	2405579	2406073	-1	201	0.0874439461883408	495	39	"UPF0304 family protein"
BW25113_2295	yfbV	0	2406156	2406611	-1	253	0.114355231143552	456	47	"UPF0208 family inner membrane protein"
BW25113_2296	ackA	0	2406949	2408151	1	81	0.038781163434903	1203	42	"acetate kinase A and propionate kinase 2"
BW25113_2297	pta	0	2408226	2410370	1	93	0.0258933195235629	2145	50	"phosphate acetyltransferase"
BW25113_2298	yfcC	0	2410560	2412080	1	678	0.0927684441197955	1521	127	"putative inner membrane transporter, C4-dicarboxylate anaerobic carrier family"
BW25113_2299	yfcD	0	2412113	2412655	-1	153	0.0777096114519427	543	38	"putative NUDIX hydrolase"
BW25113_2300	yfcE	0	2412713	2413267	-1	193	0.066	555	33	"phosphodiesterase activity on bis-pNPP"
BW25113_2301	yfcF	0	2413320	2413964	-1	199	0.0791738382099828	645	46	"glutathione S-transferase"
BW25113_2302	yfcG	0	2414100	2414747	1	340	0.10958904109589	648	64	"GSH-dependent disulfide bond oxidoreductase"
BW25113_2303	folX	0	2414804	2415166	1	555	0.168195718654434	363	55	"D-erythro-7,8-dihydroneopterin triphosphate 2'-epimerase and dihydroneopterin aldolase"
BW25113_2304	yfcH	0	2415187	2416080	1	504	0.105590062111801	894	85	"putative NAD-dependent nucleotide-sugar epimerase"
BW25113_2305	yfcI	0	2416128	2417018	-1	582	0.123441396508728	891	99	"transposase_31 family protein"
BW25113_2306	hisP	0	2417215	2417988	-1	389	0.0817790530846485	774	57	"histidine/lysine/arginine/ornithine transporter subunit"
BW25113_2307	hisM	0	2417996	2418712	-1	501	0.122291021671827	717	79	"histidine/lysine/arginine/ornithine transporter subunit"
BW25113_2308	hisQ	0	2418709	2419395	-1	296	0.0872374798061389	687	54	"histidine/lysine/arginine/ornithine transporter permease subunit"
BW25113_2309	hisJ	0	2419485	2420267	-1	232	0.0609929078014184	783	43	"histidine/lysine/arginine/ornithine transporter subunit"
BW25113_2310	argT	0	2420488	2421270	-1	440	0.0865248226950355	783	61	"lysine/arginine/ornithine transporter subunit"
BW25113_2311	ubiX	0	2421536	2422105	-1	0	0	570	0	"3-octaprenyl-4-hydroxybenzoate carboxy-lyase"
BW25113_2312	purF	0	2422200	2423717	-1	42	0.0146305779078274	1518	20	amidophosphoribosyltransferase
BW25113_2313	cvpA	0	2423754	2424242	-1	116	0.0430839002267574	489	19	"colicin V production membrane protein"
BW25113_2314	dedD	0	2424501	2425163	-1	199	0.0569514237855946	663	34	"membrane-anchored periplasmic protein involved in septation"
BW25113_2315	folC	0	2425153	2426421	-1	0	0	1269	0	"bifunctional folylpolyglutamate synthase/ dihydrofolate synthase"
BW25113_2316	accD	0	2426491	2427405	-1	0	0	915	0	"acetyl-CoA carboxylase, beta (carboxyltransferase) subunit"
BW25113_2317	dedA	0	2427561	2428220	-1	332	0.0892255892255892	660	53	"DedA family inner membrane protein"
BW25113_2318	truA	0	2428303	2429115	-1	186	0.0737704918032787	813	54	"tRNA pseudouridine(38-40) synthase"
BW25113_2319	usg	0	2429115	2430128	-1	227	0.0624315443592552	1014	57	"putative semialdehyde dehydrogenase"
BW25113_2320	pdxB	0	2430194	2431330	-1	0	0	1137	0	"erythronate-4-phosphate dehydrogenase"
BW25113_2321	flk	0	2431429	2432424	1	568	0.084726867335563	996	76	"putative flagella assembly protein"
BW25113_2322	yfcJ	0	2432421	2433599	-1	341	0.0922787193973635	1179	98	"putative arabinose efflux transporter"
BW25113_2323	fabB	0	2433864	2435084	-1	0	0	1221	0	"3-oxoacyl-[acyl-carrier-protein] synthase I"
BW25113_2324	mnmC	0	2435243	2437249	1	797	0.0819037078029884	2007	148	"fused 5-methylaminomethyl-2-thiouridine-forming enzyme methyltransferase and FAD-dependent demodification enzyme"
BW25113_2325	yfcL	0	2437370	2437648	-1	129	0.0873015873015873	279	22	"uncharacterized protein"
BW25113_2326	epmC	0	2437682	2438230	-1	182	0.0767676767676768	549	38	"Elongation Factor P Lys34 hydroxylase"
BW25113_2327	yfcA	0	2438230	2439039	-1	307	0.0809327846364883	810	59	"UPF0721 family inner membrane protein"
BW25113_2328	mepA	0	2439039	2439863	-1	214	0.0686406460296097	825	51	"murein DD-endopeptidase"
BW25113_2329	aroC	0	2439867	2440952	-1	142	0.0603271983640082	1086	59	"chorismate synthase"
BW25113_2330	prmB	0	2440987	2441919	-1	157	0.0571428571428571	933	48	"N5-glutamine methyltransferase"
BW25113_2331	smrB	0	2442085	2442636	1	299	0.100603621730382	552	50	"putative DNA endonuclease"
BW25113_2332	yfcO	0	2442707	2443528	-1	1470	0.205405405405405	822	152	"DUF2544 family putative outer membrane protein"
BW25113_2333	yfcP	0	2443530	2444069	-1	1037	0.234567901234568	540	114	"putative fimbrial-like adhesin protein"
BW25113_2334	yfcQ	0	2444066	2444554	-1	457	0.142857142857143	489	63	"putative fimbrial-like adhesin protein"
BW25113_2335	yfcR	0	2444551	2445063	-1	434	0.116883116883117	513	54	"putative fimbrial-like adhesin protein"
BW25113_2336	yfcS	0	2445063	2445815	-1	334	0.084070796460177	753	57	"putative periplasmic pilin chaperone"
BW25113_4661	yfcU	0	2445835	2448480	-1	1750	0.126364399664148	2646	301	pseudogene
BW25113_2339	yfcV	0	2448562	2449125	-1	677	0.145669291338583	564	74	"putative fimbrial-like adhesin protein"
BW25113_2340	sixA	0	2449806	2450291	-1	172	0.0799086757990868	486	35	"phosphohistidine phosphatase"
BW25113_2341	fadJ	0	2450494	2452638	-1	646	0.0714655618850337	2145	138	"fused enoyl-CoA hydratase and epimerase and isomerase/3-hydroxyacyl-CoA dehydrogenase"
BW25113_2342	fadI	0	2452638	2453948	-1	402	0.073728813559322	1311	87	"beta-ketoacyl-CoA thiolase, anaerobic, subunit"
BW25113_2343	yfcZ	0	2454129	2454413	-1	157	0.0894941634241245	285	23	"UPF0381 family protein"
BW25113_2344	fadL	0	2454785	2456125	1	858	0.114333057166529	1341	138	"long-chain fatty acid outer membrane transporter"
BW25113_2345	yfdF	0	2456491	2457549	1	4	0.0010482180293501	1059	1	"uncharacterized protein"
BW25113_2346	mlaA	0	2457731	2458486	-1	634	0.130690161527166	756	89	"ABC transporter maintaining OM lipid asymmetry, OM lipoprotein component"
BW25113_2347	yfdC	0	2458780	2459712	1	751	0.130952380952381	933	110	"putative inner membrane protein"
BW25113_2348	argW	0	2459788	2459862	1	9	0.0147058823529412	75	1	
BW25113_2349	intS	0	2460024	2461181	1	694	0.100671140939597	1158	105	"CPS-53 (KpLE1) prophage; putative prophage CPS-53 integrase"
BW25113_2350	gtrA	0	2461334	2461696	1	477	0.18348623853211	363	60	"CPS-53 (KpLE1) prophage; bactoprenol-linked glucose translocase (flippase)"
BW25113_2351	gtrB	0	2461693	2462613	1	2449	0.176115802171291	921	146	"CPS-53 (KpLE1) prophage; bactoprenol glucosyl transferase"
BW25113_2352	gtrS	0	2462610	2463941	1	232	0.0283569641367807	1332	34	"serotype-specific glucosyl transferase, CPS-53 (KpLE1) prophage"
BW25113_2353	tfaS	0	2464294	2464584	1	969	0.354961832061069	291	93	pseudogene
BW25113_2354	yfdK	0	2464556	2464996	-1	287	0.10831234256927	441	43	"CPS-53 (KpLE1) prophage; conserved protein"
BW25113_2355	yfdL	0	2465023	2465601	-1	401	0.14176245210728	579	74	pseudogene
BW25113_2356	yfdM	0	2465597	2465866	-1	111	0.0740740740740741	270	18	pseudogene
BW25113_2357	yfdN	0	2465866	2466360	-1	177	0.0919282511210762	495	41	"CPS-53 (KpLE1) prophage; uncharacterized protein"
BW25113_2358	oweS	0	2466357	2467064	-1	280	0.0893416927899686	708	57	pseudogene
BW25113_2359	yfdP	0	2467083	2467445	1	362	0.128440366972477	363	42	"CPS-53 (KpLE1) prophage; uncharacterized protein"
BW25113_2360	yfdQ	0	2467511	2468335	1	546	0.135935397039031	825	101	"CPS-53 (KpLE1) prophage; uncharacterized protein"
BW25113_2361	yfdR	0	2468463	2468999	1	1611	0.287190082644628	537	139	"CPS-53 (KpLE1) prophage; conserved protein"
BW25113_2362	yfdS	0	2468990	2469352	1	378	0.171253822629969	363	56	"CPS-53 (KpLE1) prophage; uncharacterized protein"
BW25113_2363	yfdT	0	2469352	2469657	1	340	0.152173913043478	306	42	"CPS-53 (KpLE1) prophage; uncharacterized protein"
BW25113_4545	ypdJ	0	2469660	2469710	1	223	0.347826086956522	51	16	pseudogene
BW25113_4501	torI	0	2469789	2469989	1	156	0.160220994475138	201	29	"response regulator inhibitor for tor operon"
BW25113_4643	pawZ	0	2470063	2470077	1	21	0.214285714285714	15	3	pseudogene
BW25113_2364	dsdC	0	2470173	2471108	-1	307	0.0877817319098458	936	74	"dsd operon activator; autorepressor"
BW25113_2365	dsdX	0	2471326	2472663	1	822	0.141078838174274	1338	170	"D-serine transporter"
BW25113_2366	dsdA	0	2472681	2474009	1	344	0.0685045948203843	1329	82	"D-serine dehydratase"
BW25113_2367	emrY	0	2474117	2475655	-1	206	0.0266955266955267	1539	37	"putative multidrug efflux system"
BW25113_2368	emrK	0	2475655	2476818	-1	359	0.0562977099236641	1164	59	"EmrKY-TolC multidrug resistance efflux pump, membrane fusion protein component"
BW25113_2369	evgA	0	2477234	2477848	1	677	0.151624548736462	615	84	"response regulator in two-component regulatory system with EvgS"
BW25113_2370	evgS	0	2477853	2481446	1	1527	0.0624420401854714	3594	202	"hybrid sensory histidine kinase in two-component regulatory system with EvgA"
BW25113_2371	yfdE	0	2481502	2482647	-1	321	0.0726744186046512	1146	75	"acetyl-CoA:oxalate CoA-transferase"
BW25113_2372	yfdV	0	2482721	2483665	-1	242	0.0481786133960047	945	41	"putative transporter"
BW25113_2373	oxc	0	2483735	2485429	-1	1150	0.0930537352555701	1695	142	"oxalyl CoA decarboxylase, ThDP-dependent"
BW25113_2374	frc	0	2485483	2486733	-1	1103	0.115452930728242	1251	130	"formyl-CoA transferase, NAD(P)-binding"
BW25113_2375	yfdX	0	2487246	2487881	-1	181	0.0767888307155323	636	44	"uncharacterized protein"
BW25113_2376	ypdI	0	2488177	2488452	1	100	0.0522088353413655	276	13	"putative lipoprotein involved in colanic acid biosynthesis"
BW25113_2377	yfdY	0	2488529	2488771	-1	59	0.0776255707762557	243	17	"DUF2545 family putative inner membrane protein"
BW25113_2378	lpxP	0	2489124	2490044	1	433	0.0796139927623643	921	66	"palmitoleoyl-acyl carrier protein (ACP)-dependent acyltransferase"
BW25113_4680	ypdK	0	2490400	2490471	1	16	0.0461538461538462	72	3	"inner membrane protein"
BW25113_2379	alaC	0	2490536	2491774	-1	476	0.0842293906810036	1239	94	"valine-pyruvate aminotransferase 3"
BW25113_2380	ypdA	0	2492150	2493847	1	536	0.065402223675605	1698	100	"sensor kinase regulating yhjX; pyruvate-responsive YpdAB two-component system"
BW25113_2381	ypdB	0	2493862	2494596	1	203	0.0574018126888218	735	38	"response regulator activating yhjX; pyruvate-responsive YpdAB two-component system"
BW25113_2382	ypdC	0	2494609	2495466	1	278	0.0646830530401035	858	50	"putative DNA-binding protein"
BW25113_2383	fryA	0	2495469	2497964	-1	729	0.0694259012016021	2496	156	"putative PTS enzyme, Hpr component/enzyme I component/enzyme IIA component"
BW25113_2384	ypdE	0	2497989	2499026	-1	377	0.067379679144385	1038	63	aminopeptidase
BW25113_2385	ypdF	0	2499026	2500111	-1	418	0.0828220858895705	1086	81	"Xaa-Pro aminopeptidase"
BW25113_2386	fryC	0	2500126	2501373	-1	578	0.0889679715302491	1248	100	"putative enzyme IIC component of PTS"
BW25113_2387	fryB	0	2501395	2501721	-1	72	0.0745762711864407	327	22	"putative enzyme IIB component of PTS"
BW25113_2388	glk	0	2501940	2502905	-1	400	0.0804597701149425	966	70	glucokinase
BW25113_2389	yfeO	0	2503109	2504365	1	735	0.0954063604240283	1257	108	"putative ion channel protein"
BW25113_2390	ypeC	0	2504480	2504806	1	53	0.0779661016949153	327	23	"DUF2502 family putative periplasmic protein"
BW25113_2392	mntH	0	2504947	2506185	-1	480	0.0860215053763441	1239	96	"manganese/divalent cation transporter"
BW25113_2393	nupC	0	2506521	2507723	1	360	0.07202216066482	1203	78	"nucleoside (except guanosine) transporter"
BW25113_2394	insL1	0	2507810	2508922	1	0	0	1113	0	"IS186 transposase"
BW25113_2395	yfeA	0	2509122	2511311	-1	1000	0.0852359208523592	2190	168	"putative diguanylate cyclase"
BW25113_2396	alaX	0	2511520	2511595	-1	5	0.0289855072463768	76	2	
BW25113_2397	alaW	0	2511635	2511710	-1	11	0.0289855072463768	76	2	
BW25113_2398	yfeC	0	2511946	2512290	1	286	0.15112540192926	345	47	"DUF1323 family putative DNA-binding protein"
BW25113_2399	yfeD	0	2512292	2512684	1	450	0.189265536723164	393	67	"DUF1323 family putative DNA-binding protein"
BW25113_2400	gltX	0	2512736	2514151	-1	0	0	1416	0	"glutamyl-tRNA synthetase"
BW25113_2401	valU	0	2514410	2514485	1	0	0	76	0	
BW25113_2403	valY	0	2514532	2514607	1	14	0.0289855072463768	76	2	
BW25113_2404	lysV	0	2514612	2514687	1	0	0	76	0	
BW25113_2405	xapR	0	2514952	2515836	-1	588	0.0966122961104141	885	77	"transcriptional activator of xapAB"
BW25113_2406	xapB	0	2516088	2517344	-1	966	0.109540636042403	1257	124	"xanthosine transporter"
BW25113_2407	xapA	0	2517404	2518237	-1	533	0.105193075898802	834	79	"purine nucleoside phosphorylase II"
BW25113_2408	yfeN	0	2518486	2519250	1	932	0.184325108853411	765	127	"putative outer membrane protein"
BW25113_2409	yfeR	0	2519289	2520215	-1	457	0.0934131736526946	927	78	"transcriptional regulator of yefH"
BW25113_2410	yfeH	0	2520305	2521303	1	427	0.0766666666666667	999	69	"putative inorganic ion transporter"
BW25113_4546	ypeB	0	2521300	2521518	-1	54	0.0707070707070707	219	14	"DUF3820 family protein"
BW25113_2411	ligA	0	2521520	2523535	-1	64	0.00165289256198347	2016	3	"DNA ligase, NAD(+)-dependent"
BW25113_2412	zipA	0	2523606	2524592	-1	0	0	987	0	"FtsZ stabilizer"
BW25113_2413	cysZ	0	2524822	2525583	1	458	0.0903790087463557	762	62	"EI24 family inner membrane protein; putative sulfate transporter"
BW25113_2414	cysK	0	2525768	2526739	1	335	0.088	972	77	"cysteine synthase A, O-acetylserine sulfhydrolase A subunit"
BW25113_2415	ptsH	0	2527123	2527380	1	6	0.0214592274678112	258	5	"phosphohistidinoprotein-hexose phosphotransferase component of PTS system (Hpr)"
BW25113_2416	ptsI	0	2527425	2529152	1	17	0.0070694087403599	1728	11	"PEP-protein phosphotransferase of PTS system (enzyme I)"
BW25113_2417	crr	0	2529193	2529702	1	22	0.0152505446623094	510	7	"glucose-specific enzyme IIA component of PTS"
BW25113_2418	pdxK	0	2529745	2530596	-1	354	0.100391134289439	852	77	"pyridoxal-pyridoxamine kinase/hydroxymethylpyrimidine kinase"
BW25113_2419	yfeK	0	2530701	2531075	1	200	0.115384615384615	375	39	"uncharacterized protein"
BW25113_2420	yfeS	0	2531108	2531842	1	238	0.0800604229607251	735	53	"WGR domain protein"
BW25113_2421	cysM	0	2532031	2532942	-1	173	0.0596833130328867	912	49	"cysteine synthase B (O-acetylserine sulfhydrolase B)"
BW25113_2422	cysA	0	2533076	2534173	-1	275	0.0667340748230536	1098	66	"sulfate/thiosulfate transporter subunit"
BW25113_2423	cysW	0	2534163	2535038	-1	181	0.0659062103929024	876	52	"sulfate/thiosulfate ABC transporter subunit"
BW25113_2424	cysU	0	2535038	2535871	-1	204	0.0692410119840213	834	52	"sulfate/thiosulfate ABC transporter permease"
BW25113_2425	cysP	0	2535871	2536887	-1	264	0.0753275109170306	1017	69	"thiosulfate-binding protein"
BW25113_2426	ucpA	0	2537191	2537982	-1	219	0.0813464235624123	792	58	"furfural resistance protein, putative short-chain oxidoreductase"
BW25113_2427	murR	0	2538111	2538968	-1	290	0.0724450194049159	858	56	"repressor for murPQ, MurNAc 6-P inducible"
BW25113_2428	murQ	0	2539132	2540028	1	257	0.0705445544554455	897	57	"N-acetylmuramic acid 6-phosphate (MurNAc-6-P) etherase"
BW25113_2429	murP	0	2540032	2541456	1	981	0.102104442712393	1425	131	"N-acetylmuramic acid permease, EIIBC component, PTS system"
BW25113_2430	yfeW	0	2541461	2542765	1	582	0.0808510638297872	1305	95	"penicillin binding protein PBP4B; weak DD-carboxypeptidase activity"
BW25113_2431	yfeX	0	2543005	2543904	-1	419	0.101234567901235	900	82	"porphyrinogen oxidase, cytoplasmic"
BW25113_2432	yfeY	0	2544000	2544575	-1	460	0.107899807321773	576	56	"RpoE-regulated lipoprotein"
BW25113_2433	yfeZ	0	2544636	2545085	-1	254	0.111111111111111	450	45	"inner membrane protein"
BW25113_2434	ypeA	0	2545072	2545497	-1	74	0.0546875	426	21	"putative acyl-CoA transferase"
BW25113_2435	amiA	0	2545711	2546580	1	415	0.086845466155811	870	68	"N-acetylmuramoyl-l-alanine amidase I"
